Feature_1,Feature_2,Feature_3,Feature_4,Feature_5
0.98485774,0.89967704,0.8075109,2.0042822,2.9863555
0.89523184,0.82983875,0.7598598,1.7965157,2.677648
0.27655563,0.096525565,0.034588344,0.59237957,0.82111853
0.81452453,0.67810696,0.5916439,1.7130508,2.4524288
0.66207093,0.43832642,0.31607586,1.2822955,1.9676605
0.12942985,0.011884168,-0.015341856,0.2856639,0.42724124
-0.049714677,-0.050859287,-0.0385784,-0.08711023,-0.10522399
1.0333539,1.0268948,0.9888811,2.09613,3.1747162
1.0913546,0.9450433,0.8660639,2.0957792,3.256025
0.35642087,0.15631515,0.06675462,0.6981988,1.017041
-0.010587686,-0.04596488,-0.027665444,0.044492055,0.020168561
1.082956,1.0597205,1.0367218,2.22987,3.3124986
0.29582366,0.087371856,0.024956606,0.62925863,0.90946424
0.8449704,0.6519761,0.53787225,1.6555014,2.4013288
0.41970775,0.1588303,0.036919467,0.84089625,1.2107395
-0.011495584,-0.02940683,-0.03949005,0.046931494,0.041487593
0.74263746,0.50718397,0.3913784,1.4700227,2.176851
0.8453341,0.71084625,0.6027647,1.69064,2.5344028
0.7402539,0.509703,0.37013277,1.4904912,2.0945013
0.638126,0.35547578,0.2227121,1.2855949,1.9361862
0.45640555,0.2510785,0.11876119,0.915463,1.5117823
0.62090695,0.34572265,0.21121371,1.2422845,1.886912
0.19692722,0.06576015,0.012823872,0.40582424,0.62477624
1.0748531,1.0439842,0.96908575,2.0935457,3.253903
0.9902191,0.87312645,0.8211678,1.8456159,2.953824
0.37228426,0.16339253,0.07245838,0.7672314,1.0848887
0.8014323,0.5552896,0.43953127,1.5188233,2.297701
0.620812,0.40943766,0.2931412,1.2892162,1.9544216
0.1367113,0.012221202,-0.008681126,0.28470957,0.46430984
0.35593796,0.16383944,0.07674103,0.7345309,1.0973125
0.16411787,0.05811079,0.02957157,0.3139425,0.5132944
0.42193386,0.2270772,0.10499268,0.9097586,1.3926722
0.45224565,0.24954966,0.15572755,0.9289792,1.3387312
0.4698332,0.24385704,0.12074501,0.9654132,1.4212366
0.8674403,0.7237061,0.59507316,1.7638428,2.6080518
-0.052125327,-0.03376265,0.008818038,-0.040767144,-0.099872805
1.2239478,1.3207043,1.3293767,2.3941205,3.6267977
0.91908425,0.7543538,0.7079899,1.761561,2.717688
0.88472503,0.6726435,0.5816787,1.7007382,2.5345385
0.9641325,0.8604365,0.7699734,1.9191473,2.8270035
1.0256182,1.0477922,1.0188951,2.0349,3.0740414
0.50942117,0.23234805,0.072881095,1.0070832,1.537853
0.33781907,0.13041899,0.04700271,0.6797446,1.0257721
0.0038813117,-0.030924276,-0.018057056,0.0369262,0.06593063
0.946956,0.86710477,0.8215255,1.9415166,2.8932586
0.90788376,0.7681477,0.6819987,1.8229172,2.7241266
0.06892059,-0.0071452707,-0.028440364,0.19435762,0.23830225
0.8827726,0.7577199,0.64449376,1.8225772,2.6903253
0.8708483,0.62764585,0.50342226,1.7083657,2.547739
0.37339184,0.1892603,0.08739986,0.76504,1.1911356
0.36812243,0.1412194,0.045122452,0.7602615,1.0549946
0.24927457,0.0720752,0.012782685,0.5371876,0.7757455
-0.10555004,-0.08791004,-0.046627916,-0.1708873,-0.2224537
0.35016474,0.14927757,0.06296735,0.7111882,1.122859
0.7980367,0.7321812,0.60450655,1.7165183,2.4825053
0.08524568,0.008932039,0.005174421,0.20251308,0.2856138
0.27330875,0.114550486,0.042291306,0.57642514,0.77649647
0.51571226,0.27675185,0.17671001,1.056083,1.5547817
